0.05,1,64
end of line
10,0,0
9.950042,0.9983342,0
9.800666,1.986693,0
9.553365,2.955202,0
9.210609,3.894183,0
8.775826,4.794255,0
8.253356,5.646425,0
7.648421,6.442177,0
6.967067,7.173562,0
6.216099,7.83327,0
5.403022,8.414711,0
4.53596,8.912074,0
3.623576,9.320392,0
2.674986,9.635583,0
1.699669,9.854498,0
0.7073697,9.97495,0
-0.2919978,9.995736,0
-1.288448,9.916648,0
-2.272024,9.738476,0
-3.232899,9.462999,0
-4.16147,9.092974,0
-5.048462,8.632093,0
-5.885012,8.084964,0
-6.66276,7.457052,0
-7.373936,6.754632,0
-8.011435,5.984724,0
-8.568886,5.155017,0
-9.04072,4.273803,0
-9.422222,3.349886,0
-9.709579,2.392499,0
-9.899923,1.411207,0
-9.991351,0.4158147,0
-9.982948,-0.5837324,0
-9.8748,-1.577447,0
-9.667985,-2.5554,0
-9.364571,-3.507821,0
-8.967589,-4.425193,0
-8.481008,-5.29835,0
-7.909686,-6.118567,0
-7.259334,-6.87765,0
-6.536448,-7.568014,0
-5.748252,-8.182762,0
-4.902622,-8.71575,0
-4.008008,-9.161653,0
-3.073346,-9.516015,0
-2.107977,-9.775297,0
-1.121545,-9.936908,0
-0.1239076,-9.999232,0
0.8749679,-9.961648,0
1.865101,-9.824531,0
2.836599,-9.58925,0
3.779754,-9.258157,0
4.685144,-8.834558,0
5.543721,-8.322689,0
6.346908,-7.727662,0
7.086678,-7.055423,0
7.75564,-6.312689,0
8.347111,-5.506881,0
8.855181,-4.646049,0
9.274773,-3.738797,0
9.601694,-2.794187,0
9.832678,-1.821659,0
9.965418,-0.8309292,0
10,1.748456E-06,0
end of line
10.00001,-8.977541E-07,-0.2813392
9.950046,0.9983298,-0.281346
9.800666,1.986687,-0.2813738
9.553365,2.955195,-0.2814364
9.210609,3.894176,-0.2815445
8.775839,4.794255,-0.2824909
8.253368,5.646425,-0.2824974
7.648431,6.442177,-0.282501
6.967072,7.17356,-0.2825033
6.216096,7.833263,-0.282505
5.40302,8.414705,-0.2825057
4.53596,8.912069,-0.282506
3.623576,9.320388,-0.2825064
2.674986,9.635582,-0.2825066
1.699669,9.854497,-0.2825067
0.7073702,9.974949,-0.2825071
-0.2919973,9.995735,-0.282507
-1.288447,9.916647,-0.2825076
-2.272024,9.738475,-0.2825074
-3.232898,9.462998,-0.2825072
