0.05,7,161
161,161,162
162,162,162
end of line
16,0,0
15.96918,0.6274309,0.4707546
15.87704,1.24955,0.9386069
15.72446,1.861113,1.400672
15.51297,2.457013,1.854102
15.24462,3.032343,2.296101
14.92203,3.582462,2.723943
14.54832,4.103051,3.134991
14.12709,4.59017,3.526711
13.66235,5.040308,3.896688
13.15848,5.450423,4.242641
12.62018,5.817984,4.562436
12.05239,6.140999,4.854102
11.46023,6.418036,5.115842
10.84894,6.648242,5.34604
10.22383,6.831347,5.543278
9.590168,6.967667,5.70634
8.953138,7.058087,5.83422
8.317779,7.104057,5.92613
7.688908,7.107556,5.981504
7.071065,7.071068,6
6.468456,6.997539,5.981504
5.884901,6.890337,5.926129
5.323789,6.753197,5.834219
4.788035,6.590168,5.706338
4.280054,6.405557,5.543276
3.801726,6.203857,5.346037
3.354386,5.989691,5.115839
2.938808,5.76774,4.854099
2.555208,5.542679,4.562433
2.203243,5.319104,4.242638
1.882031,5.101474,3.896685
1.590167,4.894038,3.526708
1.325756,4.700783,3.134987
1.086443,4.52537,2.723938
0.8694612,4.371087,2.296096
0.6716744,4.240798,1.854097
0.4896329,4.136904,1.400667
0.3196301,4.061311,0.938601
0.1577634,4.015398,0.4707485
-2.082194E-06,4,-6.246582E-06
-0.1577676,4.015399,-0.470761
-0.3196345,4.061312,-0.9386133
-0.4896375,4.136907,-1.400679
-0.6716793,4.2408,-1.854109
-0.8694666,4.37109,-2.296107
-1.086449,4.525374,-2.723949
-1.325762,4.700788,-3.134998
-1.590174,4.894043,-3.526718
-1.882039,5.101479,-3.896694
-2.203252,5.31911,-4.242646
-2.555216,5.542684,-4.56244
-2.938818,5.767745,-4.854106
-3.354396,5.989696,-5.115845
-3.801737,6.203862,-5.346043
-4.280066,6.405561,-5.54328
-4.788047,6.590173,-5.706341
-5.323802,6.753201,-5.834221
-5.884914,6.89034,-5.926131
-6.468469,6.997541,-5.981504
-7.071079,7.071069,-6
-7.688923,7.107556,-5.981503
-8.317794,7.104057,-5.926129
-8.953154,7.058086,-5.834217
-9.590183,6.967664,-5.706336
-10.22385,6.831345,-5.543273
-10.84896,6.648238,-5.346035
-11.46024,6.41803,-5.115836
-12.0524,6.140992,-4.854096
-12.62019,5.817976,-4.562429
-13.1585,5.450414,-4.242633
-13.66236,5.040298,-3.89668
-14.1271,4.590159,-3.526702
-14.54833,4.103039,-3.134982
-14.92204,3.582449,-2.723933
-15.24463,3.032329,-2.29609
-15.51297,2.456998,-1.854091
-15.72447,1.861098,-1.400661
-15.87704,1.249534,-0.9385948
-15.96918,0.6274146,-0.4707423
-16,-1.665755E-05,1.249316E-05
-15.96918,-0.6274477,0.4707672
-15.87703,-1.249567,0.9386195
-15.72446,-1.86113,1.400685
-15.51296,-2.457029,1.854115
-15.24461,-3.032359,2.296113
-14.92202,-3.582477,2.723955
-14.54831,-4.103065,3.135003
-14.12708,-4.590184,3.526723
-13.66234,-5.04032,3.896699
-13.15847,-5.450434,4.242651
-12.62017,-5.817995,4.562446
-12.05237,-6.141008,4.854111
-11.46021,-6.418044,5.115849
-10.84892,-6.648248,5.346046
-10.22381,-6.831353,5.543283
-9.590149,-6.96767,5.706344
-8.953119,-7.058089,5.834223
-8.31776,-7.104058,5.926133
-7.68889,-7.107555,5.981505
-7.071047,-7.071066,6
-6.468438,-6.997536,5.981503
-5.884887,-6.890334,5.926128
-5.323775,-6.753193,5.834216
-4.788023,-6.590165,5.706335
-4.280042,-6.405552,5.543272
-3.801715,-6.203852,5.346032
-3.354375,-5.989686,5.115833
-2.938799,-5.767735,4.854093
-2.555199,-5.542674,4.562426
-2.203235,-5.319099,4.24263
-1.882024,-5.101469,3.896677
-1.590161,-4.894033,3.526699
-1.32575,-4.700778,3.134978
-1.086438,-4.525366,2.723929
-0.8694563,-4.371083,2.296086
-0.6716699,-4.240795,1.854086
-0.4896288,-4.136902,1.400656
-0.3196262,-4.061309,0.93859
-0.1577596,-4.015397,0.4707375
5.769745E-06,-4,-1.730924E-05
0.1577713,-4.015399,-0.470772
0.3196384,-4.061314,-0.9386243
0.4896416,-4.136909,-1.40069
0.6716838,-4.240803,-1.854119
0.8694715,-4.371094,-2.296118
1.086455,-4.525378,-2.723959
1.325768,-4.700792,-3.135007
1.590181,-4.894048,-3.526727
1.882046,-5.101484,-3.896703
2.20326,-5.319116,-4.242654
2.555226,-5.54269,-4.562449
2.938828,-5.767751,-4.854114
3.354407,-5.989702,-5.115851
3.801749,-6.203867,-5.346048
4.280078,-6.405567,-5.543285
4.788061,-6.590178,-5.706346
5.323815,-6.753204,-5.834225
5.884929,-6.890343,-5.926133
6.468485,-6.997543,-5.981505
7.071095,-7.07107,-6
7.688939,-7.107557,-5.981503
8.317811,-7.104055,-5.926126
8.953171,-7.058084,-5.834214
9.590199,-6.967661,-5.706332
10.22386,-6.83134,-5.543269
10.84897,-6.648232,-5.346029
11.46026,-6.418024,-5.115829
12.05242,-6.140984,-4.854089
12.62021,-5.817967,-4.562421
13.15851,-5.450404,-4.242624
13.66237,-5.040286,-3.896671
14.12711,-4.590147,-3.526692
14.54834,-4.103025,-3.134971
14.92204,-3.582435,-2.723922
15.24463,-3.032314,-2.296078
15.51298,-2.456983,-1.854079
15.72447,-1.861082,-1.400648
15.87704,-1.249517,-0.9385824
15.96919,-0.627398,-0.4707299
16,0,0
9.975837,12.5093,0
9.466077,12.87641,0.4707546
8.922232,13.19225,0.9386069
8.348966,13.45427,1.400672
7.751206,13.66045,1.854102
7.134081,13.80936,2.296101
6.502849,13.90014,2.723943
5.862833,13.93255,3.134991
5.219356,13.90693,3.526711
4.577663,13.82424,3.896688
3.942866,13.686,4.242641
3.31987,13.49431,4.562436
2.713312,13.25179,4.854102
2.12751,12.96155,5.115842
1.566399,12.62716,5.34604
1.033491,12.25259,5.543278
0.5318291,11.84216,5.70634
0.06395409,11.40049,5.83422
-0.3681263,10.93241,5.92613
-0.7629567,10.44292,5.981504
-1.119648,9.937119,6
-1.437881,9.420136,5.981504
-1.717908,8.897055,5.926129
-1.960535,8.372854,5.834219
-2.167111,7.852339,5.706338
-2.339497,7.34008,5.543276
-2.480034,6.84035,5.346037
-2.591505,6.357075,5.115839
-2.677085,5.89378,4.854099
-2.740295,5.453546,4.562433
